"","lon","lat","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19"
"1",-94.214202,31.092051,18.707052230835,12.5229787826538,40.1767082214355,706.340942382812,33.8662490844727,2.6965000629425,31.1697483062744,22.4138336181641,23.875415802002,27.1028327941895,9.74487495422363,1265,135,77,16.8883228302002,355,266,289,342
"2",-89.334503,43.092724,7.78543758392334,11.6245412826538,27.7208766937256,1092.22021484375,28.2859992980957,-13.6482496261597,41.9342498779297,20.6399993896484,-6.3763747215271,20.6399993896484,-6.3763747215271,827,104,29,38.9576187133789,302,101,302,101
"3",-110.433398,49.00264,4.95947933197021,14.4112501144409,31.9917640686035,1118.28149414062,27.9330005645752,-17.1137504577637,45.0467529296875,15.8464584350586,-1.60162496566772,18.39674949646,-9.26375007629395,329,57,14,48.9334411621094,138,47,123,52
"4",-97.268924,32.750038,18.8480319976807,12.4133129119873,35.5965347290039,816.340087890625,35.8227500915527,0.950500011444092,34.8722496032715,23.0051250457764,8.55283355712891,28.7299156188965,8.55283355712891,854,121,46,31.3088893890381,292,151,191,151
"5",-86.765574,33.309446,16.6003341674805,13.1540412902832,40.5350875854492,746.015686035156,32.5639991760254,0.112999998033047,32.451000213623,8.79383373260498,21.9358329772949,25.5932083129883,7.17558336257935,1461,171,78,20.2018890380859,448,276,342,409
"6",-97.219087,32.665262,18.5168647766113,12.6420621871948,36.3714027404785,806.184814453125,35.4922485351562,0.734000027179718,34.7582473754883,22.5875835418701,9.42916679382324,28.2921257019043,8.37312507629395,860,124,45,32.4614410400391,299,150,190,152
"7",-104.594507,38.853107,7.92606258392334,16.5263328552246,42.2220230102539,832.682739257812,28.4457492828369,-10.6957502365112,39.1414985656738,18.5584583282471,-1.84995830059052,18.5584583282471,-1.84995830059052,412,71,8,66.9998550415039,195,29,195,29
"8",-104.595228,38.84723,7.92606258392334,16.5263328552246,42.2220230102539,832.682739257812,28.4457492828369,-10.6957502365112,39.1414985656738,18.5584583282471,-1.84995830059052,18.5584583282471,-1.84995830059052,412,71,8,66.9998550415039,195,29,195,29
"9",-83.173094,35.34005,11.8170204162598,13.7332077026367,42.0261764526367,727.304138183594,27.9527492523193,-4.72499990463257,32.6777496337891,3.95879173278809,12.5935001373291,20.574125289917,2.64575004577637,1541,161,98,11.7761087417603,428,335,387,399
"10",-81.271716,43.039334,7.57551050186157,9.32331275939941,25.9047470092773,987.257568359375,26.1652507781982,-9.82549953460693,35.9907493591309,9.58074951171875,-4.07020807266235,19.3351669311523,-4.85420846939087,1011,101,64,11.9638156890869,284,216,253,237
