"","lon","lat","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19"
"25",-105.282155,40.124422,9.46758365631104,16.400749206543,41.6513748168945,834.439575195312,30.4637508392334,-8.91250038146973,39.3762512207031,13.1078748703003,-0.251250118017197,20.2183742523193,-0.251250118017197,454,69,15,43.4080543518066,175,49,136,49
"26",-105.282212,40.124817,9.46758365631104,16.400749206543,41.6513748168945,834.439575195312,30.4637508392334,-8.91250038146973,39.3762512207031,13.1078748703003,-0.251250118017197,20.2183742523193,-0.251250118017197,454,69,15,43.4080543518066,175,49,136,49
"27",-105.282137,40.124272,9.46758365631104,16.400749206543,41.6513748168945,834.439575195312,30.4637508392334,-8.91250038146973,39.3762512207031,13.1078748703003,-0.251250118017197,20.2183742523193,-0.251250118017197,454,69,15,43.4080543518066,175,49,136,49
"28",-105.134769,40.062047,9.82250022888184,16.894458770752,40.8710517883301,882.407836914062,31.4160003662109,-9.92000007629395,41.3359985351562,14.014500617981,-0.743208348751068,21.0477924346924,-0.743208348751068,433,68,14,45.7843780517578,171,44,130,44
"29",-105.135247,40.062148,9.82250022888184,16.894458770752,40.8710517883301,882.407836914062,31.4160003662109,-9.92000007629395,41.3359985351562,14.014500617981,-0.743208348751068,21.0477924346924,-0.743208348751068,433,68,14,45.7843780517578,171,44,130,44
"30",-105.135916,40.062162,9.82250022888184,16.894458770752,40.8710517883301,882.407836914062,31.4160003662109,-9.92000007629395,41.3359985351562,14.014500617981,-0.743208348751068,21.0477924346924,-0.743208348751068,433,68,14,45.7843780517578,171,44,130,44
"31",-105.136497,40.062151,9.82250022888184,16.894458770752,40.8710517883301,882.407836914062,31.4160003662109,-9.92000007629395,41.3359985351562,14.014500617981,-0.743208348751068,21.0477924346924,-0.743208348751068,433,68,14,45.7843780517578,171,44,130,44
"32",-105.135042,40.062092,9.82250022888184,16.894458770752,40.8710517883301,882.407836914062,31.4160003662109,-9.92000007629395,41.3359985351562,14.014500617981,-0.743208348751068,21.0477924346924,-0.743208348751068,433,68,14,45.7843780517578,171,44,130,44
"33",-105.135033,40.062081,9.82250022888184,16.894458770752,40.8710517883301,882.407836914062,31.4160003662109,-9.92000007629395,41.3359985351562,14.014500617981,-0.743208348751068,21.0477924346924,-0.743208348751068,433,68,14,45.7843780517578,171,44,130,44
"34",-105.13713,40.064136,9.82250022888184,16.894458770752,40.8710517883301,882.407836914062,31.4160003662109,-9.92000007629395,41.3359985351562,14.014500617981,-0.743208348751068,21.0477924346924,-0.743208348751068,433,68,14,45.7843780517578,171,44,130,44
"35",-105.138322,40.062053,9.82250022888184,16.894458770752,40.8710517883301,882.407836914062,31.4160003662109,-9.92000007629395,41.3359985351562,14.014500617981,-0.743208348751068,21.0477924346924,-0.743208348751068,433,68,14,45.7843780517578,171,44,130,44
